id;link;disciplines;keywords;title;description;type;language;difficulty;format;duration;public;min_age;max_age;resource_image
921;https://www.merlot.org/merlot/viewMaterial.htm?id=89636;Humanities/World Languages/ESL or EFL/culture;words,writing,learners,class,curricula;WritingDEN;Free tutorials to improve reading and writing skills at three levels of difficulty: words, sentences, and paragraphs. This site suitable for both adolescent and adult learners includes featured topics, quizzes, writing tips, a discussion group, and suggestions for incorporating the lessons into traditional class curricula. RealPlayer allows learners to hear words and sentences as they read them.... Show More;Tutorial;English;Medio bassa;Website;60-90;['Middle School', 'High School', 'College General Ed'];11;20;
922;https://www.merlot.org/merlot/viewMaterial.htm?id=90197;Science and Technology/Physics/Vector Algebra;vector addition;Vector Composition;This Macromedia ShockWave is an adding machine for vectors. The vectors to be added can be adjusted by clicking and dragging. The applet displays the polar and rectangular coordinates for the two vectors to be added and for their resultant. The head to tail vector addition principle can be verified graphically.;Simulation;English;Bassa;;0-30;['College General Ed'];18;20;
923;https://www.merlot.org/merlot/viewMaterial.htm?id=90443;Science and Technology/Physics/Thermodynamics and Statistical Mechanics/Statistical Mechanics;Black Body Radiation;Black Body Radiation;Physlet for demonstrating black body radiation.;Simulation;English;Medio bassa;;0-30;['College General Ed'];18;20;
924;https://www.merlot.org/merlot/viewMaterial.htm?id=544291;Humanities/Women and Gender Studies;research,primary,race,emancipation;After Slavery Website;After Slavery: Race, Labor and Politics in the Post-Emancipation Carolinas After Slavery is a transatlantic research collaboration between historians based in the US, Ireland and the UK. Directed from Queens University Belfast and funded by the (UK) Arts and Humanities Research Council, the projects website offers a large collection of images and transcribed primary documents from dozens of archives across the US. Its... Show More;Online Course;English;Media;Website;30-60;['Professional'];28;100;
925;https://www.merlot.org/merlot/viewMaterial.htm?id=89558;Business/Management/Org Behavior and Development;provide,leadership;Leadership in the 21st Century;This site provides a series of notes or information about a variety of topics concerning leadership, including the role of vision, personal character, empowering leaders, etc. The site can provide hints for discussions of leadership in any type of class.;Reference Material;English;Media;;60-90;['College General Ed'];18;20;
926;https://www.merlot.org/merlot/viewMaterial.htm?id=90250;Science and Technology/Physics/Classical Mechanics/1D Kinematics;motion,applet;One-D Motion (Displacement, Velocity, Acceleration);This java applet illustrates relations between displacement, velocity and acceleration for one dimensional motion, including the inclined plane.;Animation;English;Medio bassa;Website;0-30;['College General Ed'];18;20;
927;https://www.merlot.org/merlot/viewMaterial.htm?id=698874;Academic Support Services/Library and Information Services/Information Retrieval;Databases,boolean searching,better,finding articles,Searching,use;Search Smarter, Search Faster;A You-Tube video that explains in a fun way how to conduct more efficient searches in library databases. It explains how to use keywords and synonyms and the words or and and to gain better results from your searches.;Presentation;English;Medio bassa;Video;0-30;['College General Ed', 'College Lower Division', 'College Upper Division', 'Graduate School'];18;28;
928;https://www.merlot.org/merlot/viewMaterial.htm?id=91154;Business/Management/Ethics;video,lectures;Ethics Updates;This is an excellent site for both instructors and students. Included are Real Video clips on Ethics lectures, discussion forums on a variety of materials, and a listing of other resources on Ethics.;Reference Material;English;Medio bassa;;0-30;['College General Ed'];18;20;
929;https://www.merlot.org/merlot/viewMaterial.htm?id=89843;Humanities/World Languages;voa,news,americans,english,broadcasts,short,program,satellite,site,science;Voice of America;The Voice of America site provides a variety of media news and programs. VOA produces and broadcasts over 900 hours of U.S., world, and regional news and information programs every week to a worldwide audience of 91 million. VOA reaches its audience in English and 52 other languages through radio, satellite television, the Internet and 1,200 affiliate stations around the world. VOA Special English is a news and information program created for listeners learning and practicing American English. VOA Special English uses a vocabulary of 1500 words and a slower pace of speaking. Special English broadcasts begin with ten minutes of international and national news, followed by a short report about science, agriculture, development, the environment, or American idioms. The half-hour broadcasts end with a 15-minute feature about American culture, history, science, space, short stories, or notable Americans.;Collection;English;Media;Website;0-30;['High School', 'College General Ed'];14;20;
930;https://www.merlot.org/merlot/viewMaterial.htm?id=199454;Humanities;english;Dictionary of English Idioms & Idiomatic Expressions;Alphabetized list of common English idioms and their meanings. Useful for ESL/EFL learners.;Reference Material;English;Media;;0-30;['Middle School', 'High School', 'College General Ed'];11;20;
931;https://www.merlot.org/merlot/viewMaterial.htm?id=89688;Mathematics and Statistics/Statistics and Probability/Statistics;sampling,parameter,topics,confidence,statistics;Rossman/Chance Applet Collection (Statistics/Probability);A collection of applets designed to illustrate various topics in statistics and probability. Topics include Simulating Confidence Intervals for Population Parameter, Behavior of Regression Line, Reeses Pieces, Histogram Bin Width, Sampling Senators, Sampling Pennies, Dotplot Summaries, Guess the Correlation.;Simulation;English;Bassa;Website;30-60;['College General Ed'];18;20;
932;https://www.merlot.org/merlot/viewMaterial.htm?id=90525;Education/TeacherEd;temperment;Keirsey Temperment Sorter;The Keirsey Temperment Sorter II is an online personality questionnaire that provides a rough indicator of temperment. It correlates .75 with the Myers-Briggs method of assessment.;Quiz/Test;English;Media;Website;0-30;['College General Ed'];18;20;
933;https://www.merlot.org/merlot/viewMaterial.htm?id=90527;Science and Technology/Physics/Optics;bench;Optics Bench Physlet;Applet simulates an optical bench, including lenses, mirrors, and aperatures.;Simulation;English;Media;Website;0-30;['College General Ed'];18;20;
934;https://www.merlot.org/merlot/viewMaterial.htm?id=90988;Arts/Music/Music Technology;extensive,quizzes;Sound Waves and Music;This site contains an extensive set of notes on basic topics in physics. There are extensive illustrations and animations along with the text. Also included are self-quizzes, and shockwave quizzes and tutorials.;Simulation;English;Medio bassa;Website;0-30;['College General Ed'];18;20;
935;https://www.merlot.org/merlot/viewMaterial.htm?id=90862;Humanities/History;education,short,essays,mysteries,selected;The Star-Spangled Banner;This site offers a number of illustrated short essays, tracing the history of the flag and the national anthem and the preservation efforts over the years. One section features mysteries surrounding the flag that users can try to solve using primary sources and then read an historians opinion. Education information and teaching materials, and an online quiz are also included. Users can browse via a menu on the left or access selected sections by scrolling over the flag on the main page.;Presentation;English;Medio bassa;;30-60;['High School'];14;18;
936;https://www.merlot.org/merlot/viewMaterial.htm?id=90151;Science and Technology/Agriculture and Environmental Sciences/Plant Sciences;plants,tribe,close,description,users,gallery,image;Noble Foundation Plant Image Gallery;"This online gallery contains numerous images of plants native primarily to the Oklahoma-Texas region. The images are divided into three main categories: Grasses & grasslike plants; Forbs; and Trees, shrubs and woody vines. Within each section, users can browse by common name, scientific name, or tribe index. Entries include a medium-sized image with some smaller close-ups and information on species, family, tribe, longevity, season, origin, height, flowers and a brief description. Users can also search the entire database by keywords.";Collection;English;Media;Website;0-30;['College General Ed'];18;20;
937;https://www.merlot.org/merlot/viewMaterial.htm?id=90323;Science and Technology/Physics/Oscillations and Waves/Pendulum Motion;like,utility,html,format,nonlinear;The Pendulum Lab;This is a virtual laboratory where you can do hands-on experiments at rigid pendula. Together with the material presented in the lecture room, you can learn basic issues like harmonic oscillator and resonance but also advanced topics like parametric resonance, nonlinear dynamics, and chaos. Utility comes in downloadable HTML/Java format, complete with all class files.... Show More;Simulation;English;Medio bassa;Website;0-30;['College General Ed', 'Graduate School'];18;28;
